Nazwa|Cena|Miasto|Dzielnica|Inwestycja|Pow. całkowita|Rynek|Rok budowy|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Piętro|Liczba pięter|Liczba poziomów mieszkania|Liczba sypialni|Balkon|Taras|Rodzaj umowy|Typ budynku|Materiał budowlany|Ogrzewanie|Pow. użytkowa|Stan nieruchomości|Wysokość wnętrza|Typ kuchni|Liczba łazienek|łazienka razem z WC|Pow. loggii|Forma własności|Stan budynku|Pow. łazienki|Pow. balkonu|Dostępne od|Cena do negocjacji|Pow. tarasu|Pow. ogródka|Stolarka okienna|Typ domu|Dodatkowe koszty|Lokalizacja garażu|Kominek|Typ nieruchomości
3 pokojowe mieszkanie- spokojna okolica|695 000 zł|Gdynia, |Grabówek, ||56,30 m²|Wtórny|2008|05.01.2024|06.04.2024|morizon-WH935561|1 055|0|3/3|3|1||Tak||Na wyłączność|Blok Mieszkalny|Cegła|Co Miejskie|||||||||||||||||||||
Dwupoziomowe z widokiem na morze|699 000 zł|Gdynia, |Pogórze, ||116,80 m²|Wtórny|1994|09.01.2024|10.04.2024|morizon-DH572517|235|0|4/5|5|||Tak|||Blok Mieszkalny|||||||||||||||||||||||
Ogród 192 m2, duże przeszklenia|842 000 zł|Gdynia, |Wielki Kack, ||85,06 m²|Wtórny|2023|11.03.2024|15.03.2024|morizon-DH922762|102|0||3||||Tak||Kamienica|||||||||||||||||||||||
Opis nieruchomości|467 450 zł|Gdynia, |Cisowa, |ZBOŻOWA|40,19 m²|Pierwotny|2025|01.03.2024|12.04.2024|morizon-67-67.13|293|0|||||||||||||||||||||||||||||||
Cztery pokoje z ogrodem na Dąbrowie|879 000 zł|Gdynia, |Dąbrowa, ||85,21 m²|Wtórny|1995|23.02.2024|09.04.2024|morizon-639920|244|0||2|1|3||Tak|Na wyłączność|Blok Mieszkalny|Konstrukcja mieszana|Co Własne|||||||||||||||||||||
3 pokojowe mieszkanie 75m2 w Inwestycji Premium|992 416 zł|Gdynia M., |Gdynia, ||75,32 m²|Pierwotny||27.02.2024|27.02.2024|morizon-BHN-MS-4078|127|0||||2|Tak|||Apartamentowiec||||Deweloperski||||||||||||||PCV|||||
Mieszkanie - Gdynia Karwiny|1 250 000 zł|Gdynia, |Karwiny, ||92,88 m²|Wtórny|2006|09.03.2024|13.03.2024|morizon-CN0764|91|0|3/4|4|||Tak|Nie||||C.o. miejskie||||Półotwarta|1|Nie||Własność|Bardzo dobry||||||||||||
Nowoczesny apartament w centrum Gdyni|1 344 632 zł|Gdynia, |Śródmieście, ||59,30 m²|Pierwotny|2021|09.01.2024|10.04.2024|morizon-DH952583|117|0|15/17|17||||||Apartamentowiec|||||||||||||||||||||||
"3 pokoje | ostatnie piętro | Gdynia Mały Kack| las"|1 735 000 zł|Gdynia, |Mały Kack, ||87 m²|Wtórny|2014|08.01.2024|09.04.2024|morizon-WH383251|393|0|6/6|6|1|2|Tak|Tak|Na wyłączność|Blok Mieszkalny|Pustak|Co Miejskie||||||||||||14.11.2023|||||||||
"4 pok | 91 m2 | Inwestycja Premium | Z Widokiem"|2 205 372 zł|Gdynia M., |Gdynia, ||91,57 m²|Pierwotny||28.02.2024|28.02.2024|morizon-BHN-MS-4082|83|0||||3|Tak|||Apartamentowiec||||Deweloperski||||||||||||||PCV|||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|40,52 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_10|2 545|0|1/2|2|||||||||||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|41,15 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_11|1 387|0|1/2|2|||||||||||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|41,16 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_12|1 444|0|1/2|2|||||||||||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|41,15 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_5|1 358|0||2|||||||||||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|41,15 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_4|1 322|0||2|||||||||||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|41,40 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-A_13|1 304|0|1/2|2|||||||||||||||||||||||||||||
Ustawne 2 pokoje do własnej aranżacji - Grabówek|410 000 zł|Gdynia, |Grabówek, ||37 m²|Wtórny|1960|05.03.2024|08.04.2024|morizon-NA734782|370|0|4/4|4|||Tak||Na wyłączność|Blok Mieszkalny||Co Miejskie||Do remontu||Osobna||||Spółdzielcze-własnościowe|||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|44,72 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_2|1 501|0||2|||||||||||||||||||||||||||||
Kawalerska blisko morza i lasu - Redłowo|415 000 zł|Gdynia, |Redłowo, ||25,50 m²|Wtórny|1980|11.04.2024|12.04.2024|morizon-2384/13290/OMS|17|0||4||||||NISKI BLOK||C.O. Z SIECI MIEJSKIEJ||||ODDZIELNA|1||||||||||||||||
Nowe mieszkanie do wykończenia! Widok na las|499 000 zł|Gdynia, |Pustki Cisowskie-Demptowo||41,83 m²|Wtórny|2023|12.02.2024|22.03.2024|morizon-PN473980|75|0|1/2|2|1|1|Tak||Na wyłączność|Blok Mieszkalny|Silikat|Co Miejskie|40,28 m²||||||||||||||||||||
Opis nieruchomości|531 940 zł|Gdynia, |Pogórze, |Nowe Pogórze|56,29 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-A_1|1 398|0||2|||||||||||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|58,52 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_15|1 325|0|2/2|2|||||||||||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|59,24 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_20|1 443|0|2/2|2|||||||||||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|56,38 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-A_8|1 178|0|1/2|2|||||||||||||||||||||||||||||
Opis nieruchomości|561 432 zł|Gdynia, |Pogórze, |Nowe Pogórze|59,24 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_6|1 622|0||2|||||||||||||||||||||||||||||
Opis nieruchomości|562 780 zł|Gdynia, |Pogórze, |Nowe Pogórze|59,24 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_13|1 182|0|1/2|2|||||||||||||||||||||||||||||
Opis nieruchomości|581 665 zł|Gdynia, |Pogórze, |Nowe Pogórze|61,29 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_1|1 271|0||2|||||||||||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdynia, |Pogórze, |Nowe Pogórze|62 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_8|1 286|0|1/2|2|||||||||||||||||||||||||||||
2 pokoje, oddzielna kuchnia, Komandorskie Wzgórze|599 000 zł|Gdynia, |Oksywie, ||52,60 m²|Wtórny|2010|13.02.2024|27.03.2024|morizon-PH848426|245|0|1/4|4|||Tak||Na wyłączność|Blok Mieszkalny||Co Miejskie|||||||||||||||||||||
2-pokojowe mieszkanie w sercu Gdyni|609 000 zł|Gdynia, |Śródmieście, ||49,37 m²|Wtórny|1950|16.11.2023|24.02.2024|morizon-352194|440|0|4/5|5||1|Tak|||Kamienica||Co Miejskie||||||||||||11.09.2023|||||||||
Opis nieruchomości|668 421 zł|Gdynia, |Pogórze, |Nowe Pogórze|76,83 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_7|1 332|0||2|||||||||||||||||||||||||||||
Opis nieruchomości|699 517 zł|Gdynia, |Pogórze, |Nowe Pogórze|76,87 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-B_14|1 286|0|1/2|2|||||||||||||||||||||||||||||
3 pokoje GDYNIA po generalnym remoncie jak NOWE|700 000 zł|Gdynia, |Oksywie, ||59,20 m²|Wtórny|1979|16.02.2024|20.02.2024|morizon-2061/13290/OMS|119|0|4/4|4|||Tak|||BLOK||C.O. Z SIECI MIEJSKIEJ||BARDZO WYSOKI STANDARD||ODDZIELNA|1|||||||16.02.2024|||||||||
Opis nieruchomości|740 975 zł|Gdynia, |Pogórze, |Nowe Pogórze|78,41 m²|Pierwotny|2022|17.05.2022|14.09.2023|morizon-A_14|1 245|0|1/2|2|||||||||||||||||||||||||||||
3pokojowe mieszkanie, blisko centrum|774 000 zł|Gdynia, |Grabówek, ||48 m²|Wtórny|2023|16.03.2024|03.04.2024|morizon-356321|64|0|2/4|4||2|Tak|||||||||||||||||16.03.2024|||||||||
Seaport live in Gdynia Twoje nowe mieszkanie|1 053 000 zł|Gdynia, |Grabówek, ||68 m²|Pierwotny|2023|19.02.2024|31.03.2024|morizon-EC458711554|221|0|3/4|4|1|2|Tak||Na wyłączność|Apartamentowiec||Co Miejskie|67,94 m²||||||||||||||||||||
2 pokojowe mieszkanie 45m2 w Inwestycji Premium|1 067 191 zł|Gdynia M., |Gdynia, ||45,96 m²|Pierwotny||27.02.2024|27.02.2024|morizon-BHN-MS-4077|58|0||||1|Tak|||Apartamentowiec||||Deweloperski||||||||||||||PCV|||||
"Komfortowe mieszkanie | 74 m2 I Las w pobliżu"|1 200 000 zł|Gdynia, |Mały Kack, ||74 m²|Wtórny|2012|05.03.2024|05.03.2024|morizon-00331567|234|0||6|||||Na wyłączność|Apartamentowiec||Co Miejskie|||||||||||||||||||||
Opis nieruchomości|1 201 698 zł|Gdynia, |Wielki Kack, |Mała Gdynia|82,70 m²|Pierwotny|2022|19.11.2021|12.09.2023|morizon-19Am.1|1 693|0|||||||||||||||||||||||||129 m²||||||
Opis nieruchomości|574 751 zł|Gdynia, |Cisowa, |ZBOŻOWA|51,18 m²|Pierwotny|2025|01.03.2024|12.04.2024|morizon-67-67.18|686|29|||||||||||||||||||||||||||||||
Zamieszkaj lub zainwestuj - apartament w centrum|1 415 106 zł|Gdynia, |Śródmieście, ||81,68 m²|Pierwotny|2023|04.02.2024|01.04.2024|morizon-EC934171|96|0|2/17|17||3|Tak|||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Opis nieruchomości|1 543 450 zł|Gdynia, |Wielki Kack, |Mała Gdynia|83,34 m²|Pierwotny|2022|19.11.2021|12.09.2023|morizon-19m.1|2 017|0|||||||||||||||||||||||||133 m²||||||
Opis nieruchomości|1 561 034 zł|Gdynia, |Wielki Kack, |Mała Gdynia|82,46 m²|Pierwotny|2022|19.11.2021|12.09.2023|morizon-19Bm.1|1 569|0|||||||||||||||||||||||||108 m²||||||
GDYNIA WIELKI KACK Apartament dwupoziomowy 159m2|1 574 595 zł|Gdynia, |Wielki Kack, ||159,05 m²|Pierwotny|2022|23.10.2023|07.01.2024|morizon-7|213|0|3/3|3|3||Nie|Nie|Na wyłączność|Kamienica|Zróżnicowany|Gazowe|149,35 m²|Do wykończenia|260 cm|Otwarta|2|Tak|15,11 m²|Własność|Do wykończenia|10,50 m²||23.10.2023|||||||||
Opis nieruchomości|1 659 595 zł|Gdynia, |Wielki Kack, |Mała Gdynia|159,05 m²|Pierwotny|2022|19.11.2021|12.09.2023|morizon-19m.2|2 169|0|||||||||||||||||||||||||||||||
Apartament 4 pokoje Gdynia Śródmieście|2 690 000 zł|Gdynia, |Śródmieście||114,34 m²|Wtórny|2023|24.02.2024|14.03.2024|morizon-WH617002|106|0|2/6|6|1||Tak|||Apartamentowiec|Cegła|Co Miejskie||||||||||||26.02.2024|||||||||
Unikatowy duży lokal w śródmieściu Gdyni|4 300 000 zł|Gdynia, |Kamienna Góra, ||269,88 m²|Wtórny|2015|04.03.2024|04.03.2024|morizon-WH460364|312|0|||1||||Na wyłączność|Apartamentowiec|Cegła|Gazowe||||||||||||30.11.2023|||||||||
2 pokoje, garderoba - niski czynsz|350 000 zł|Gdynia, |Pogórze, ||32 m²|Wtórny|1974|11.04.2024|11.04.2024|morizon-CP27848352|28|0|1/4|4||1|||Na wyłączność|Blok Mieszkalny|Cegła|Co Miejskie||||||||||||09.04.2024|||||||||
Gdynia Leszczynki/ 2 pokoje / balkonu|420 000 zł|Gdynia, |Leszczynki, ||41,19 m²|Wtórny|1968|03.01.2024|28.02.2024|morizon-11155|529|0|2/4|4|1||Tak|Nie||Blok|Wielka płyta||||250 cm|Osobna|1|Tak||Własność|Bardzo dobry|3 m²|3 m²|03.01.2024|||||||||
Opis nieruchomości|421 500 zł|Gdynia, |Chylonia, ||50,78 m²|Wtórny|1980|08.04.2024|08.04.2024|morizon-PH424767|54|0||2|||||Na wyłączność|||Gazowe|||||||||||||||||||||
REZERWACJA|469 000 zł|Gdynia, |Oksywie, ||45,80 m²|Wtórny|1976|09.02.2024|29.03.2024|morizon-28702/3685/OMS|337|0|3/4|4|||Tak||Na wyłączność|NISKI BLOK|WIELKA PŁYTA|C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD||ODDZIELNA|1|||WŁASNOŚĆ||||01.03.2024|||||||||
Mieszkanie do wejścia na Wielkim Kacku|549 000 zł|Gdynia, |Wielki Kack, ||51 m²|Wtórny|2000|07.03.2024|12.04.2024|morizon-PH598976|170|0||4|||||Na wyłączność|Blok Mieszkalny||Co Miejskie|||||||||||||||||||||
Wyposażenie w cenie 47m2! Dobre miejsce do życia|595 000 zł|Gdynia, |Olgierda||46,68 m²|Wtórny||21.02.2024|09.04.2024|morizon-831336|68|0|2/3|3|1||||Na wyłączność|||||||||||||||21.02.2024|||||||||
Słoneczny Apartament, na parterze, Kamienna Góra|599 000 zł|Gdynia, |Kamienna Góra||37 m²|Wtórny|1936|26.11.2023|14.03.2024|morizon-GOF923334|534|0||4||1||||Kamienica|Cegła|Co Miejskie|34,54 m²||||||||||||||||||||
3 pokoje z ogródkiem wyposażone/Gdynia Oksywie|741 000 zł|Gdynia, |Oksywie, ||57 m²|Wtórny|2022|13.12.2023|22.03.2024|morizon-DH144154|414|0||2||2||||Blok Mieszkalny|Silikat|Co Miejskie|||||||||||||||||||||
Duży balkon, strona południowo-wschodnia|819 000 zł|Gdynia, |Wielki Kack, ||76,58 m²|Wtórny|2023|08.03.2024|15.03.2024|morizon-DH712214|82|0|1/3|3|||Tak|||Kamienica|||||||||||||||||||||||
"3 pok |73 m2 | Inwestycja Premium | Z Widokiem"|1 769 089 zł|Gdynia M., |Gdynia, ||73,62 m²|Pierwotny||28.02.2024|28.02.2024|morizon-BHN-MS-4080|69|0||||2|Tak|||Apartamentowiec||||Deweloperski||||||||||||||PCV|||||
Ciche mieszkanie w w centrum Gdyni|1 800 000 zł|Gdynia, |Śródmieście, ||77 m²|Wtórny|1936|23.02.2024|26.02.2024|morizon-529488|196|0|3/3|3|1|2|Tak|||Kamienica|Cegła||||||||||||||||||||||
Yacht Park, widok na marinę|3 700 000 zł|Gdynia, |Śródmieście, ||71 m²|Wtórny|2021|27.02.2024|07.03.2024|morizon-WH814123|631|0|2/4|4|1|2||||Apartamentowiec|Inne|Co Miejskie|||||||||||||||||||||
"Okazja! 2 POK | CHYLONIA | SKM | Spółdzielcze"|399 000 zł|Gdynia, |Chylonia, ||38,20 m²|Wtórny|1978|22.02.2024|10.04.2024|morizon-TH724815689|461|0|10/10|10||1|Tak|||Blok Mieszkalny|Wielka płyta|Co Miejskie|||||||||||||||||||||
Gdynia Leszczynki, 39 m2, od zaraz|399 999 zł|Gdynia, |Leszczynki, ||38,90 m²|Wtórny|2003|19.01.2024|16.03.2024|morizon-PH307834|351|0|2/4|4|||Tak||Na wyłączność|Blok Mieszkalny||Co Własne||||||||||||19.01.2024|||||||||
Dobrze skomunikowane 2 pokoje 47,5 m2|439 000 zł|Gdynia, |Cisowa, ||47,50 m²|Wtórny|1981|22.03.2024|09.04.2024|morizon-118452/3877/OMS|143|0|3/4|4||||||BLOK|||||||||||||||||||||||
Słoneczne mieszkanie z balkonem Gdynia|449 000 zł|Gdynia, |Leszczynki, ||39,88 m²|Wtórny|1980|27.03.2024|27.03.2024|morizon-NA602910|141|0|1/4|4|||Tak||Na wyłączność||||||||||||||||||||||||
Mieszkanie z pięknym widokiem na Zatokę|459 000 zł|Gdynia, |Obłuże, ||45,60 m²|Wtórny|1978|30.01.2024|10.04.2024|morizon-474026|460|0|6/10|10|1|1|Tak||Na wyłączność|Wieżowiec|Konstrukcja mieszana|Co Miejskie|||||||||||||||||||||
Wyremontowane 2 pokoje z miejscami postojowymi|479 000 zł|Gdynia, |Cisowa, ||42,70 m²|Wtórny|1980|31.01.2024|09.04.2024|morizon-461340|185|0|1/2|2||1|||Na wyłączność|Dom Wielorodzinny|Cegła|Gazowe|||||||||||||||||||||
Kawalerka z loggią, hala garażowa, kom. lokatorska|498 000 zł|Gdynia, |Mały Kack, ||27,96 m²|Wtórny|2024|08.03.2024|21.03.2024|morizon-DH389580|129|0|2/5|5||||||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Weź Azymut na Twoje mieszkanie|520 000 zł|Gdynia, |Mały Kack, ||35,20 m²|Wtórny|2020|27.02.2024|11.03.2024|morizon-PH851173|188|0||3||||||||Co Miejskie|||||||||||||||||||||
Mieszkania w luksusowym osiedlu na Ogrodach Tesoro|699 000 zł|Gdynia, |Pogórze, ||57 m²|Wtórny|2022|16.03.2024|10.04.2024|morizon-GOF759665|150|0|1/1|1||2|Tak|||Dom Wielorodzinny|Inne|Co Miejskie|||||||||||||||||||||
"Pogórze 2 poziomy | wysoki standard | 98m2 | plaża"|749 000 zł|Gdynia, |Pogórze, ||98,40 m²|Wtórny|2019|11.12.2023|17.03.2024|morizon-104244779|380|0|1/1|1|2||Tak||Na wyłączność|Szeregowy||Gazowe|76,50 m²|||||||||||10.07.2023|||||||||
Centrum Gdyni Apartament LOFT Plaża Miejska|799 999 zł|Gdynia, |Śródmieście, ||48 m²|Pierwotny|2024|20.03.2024|03.04.2024|morizon-300958|170|0||4||1|Tak||||||||||||||||||||||||||
Ostatnie mieszkanie do odbioru w 2024 w nowej inwestycji|825 302 zł|Gdynia, |Dąbrowa, ||78,57 m²|Pierwotny|2024|26.03.2024|26.03.2024|morizon-21|60|0|5/5|5|1||Tak|Nie||Apartamentowiec||Miejskie||Do wykończenia||Aneks|2|Tak||Własność|Surowy zamknięty|4,73 m²|7,50 m²|30.09.2024|||||||||
Opis nieruchomości|899 000 zł|Gdynia, |Redłowo, ||60,87 m²|Wtórny|1960|19.12.2023|03.04.2024|morizon-2237/8984/OMS|384|0|1/3|3||||||NISKI BLOK|CEGŁA|C.O. Z SIECI MIEJSKIEJ||DOBRY|270 cm|ODDZIELNA||||WŁASNOŚĆ|||||||||||||
2 pokojowe mieszkanie 46m2 w Inwestycji Premium|974 635 zł|Gdynia M., |Gdynia, ||46,88 m²|Pierwotny||27.02.2024|27.02.2024|morizon-BHN-MS-4076|71|0||||1|Tak|||Apartamentowiec||||Deweloperski||||||||||||||PCV|||||
Mieszkanie z tarasem, z widokiem na morze i las|999 000 zł|Gdynia, |Oksywie, ||115,22 m²|Wtórny|2012|26.01.2024|02.04.2024|morizon-PH114670|336|0|2/2|2||3|||Na wyłączność|||Gazowe|||||||||||||||||||||
Gdynia Cisowa! Mieszkanie dwupoziomowe|999 000 zł|Gdynia, |Cisowa, ||96 m²|Wtórny|2004|09.01.2024|10.04.2024|morizon-DH686458|103|0|3/3|3||2|Tak|||Blok Mieszkalny|||||||||||||||||||||||
Opis nieruchomości|518 569 zł|Gdynia, |Cisowa, |ZBOŻOWA|40,72 m²|Pierwotny|2025|01.03.2024|12.04.2024|morizon-67-67.41|460|36|||||||||||||||||||||||||||||||
Gdynia Bernadowo 4 pokoje|1 250 000 zł|Gdynia, |Bernadowo, ||71 m²|Wtórny|2017|09.01.2024|10.04.2024|morizon-DH694984|207|0||2||3||Tak|Na wyłączność|Blok Mieszkalny|||||||||||||||||||||||
Atrakcyjne mieszkanie w samym sercu Gdyni|1 250 000 zł|Gdynia, |Śródmieście, ||76,43 m²|Wtórny|1930|11.12.2023|09.04.2024|morizon-TY173387|285|0|1/4|4|||Tak||Na wyłączność|Kamienica||Co Miejskie|||||||||||||||||||||
Gdynia Grabówek, piękny apartament w kamienicy|1 300 000 zł|Gdynia, |Grabówek, ||95,50 m²|Wtórny|1930|23.02.2024|03.03.2024|morizon-WH820813|165|0|2/2|2|1|4|||Na wyłączność|Kamienica|Cegła|Gazowe||||||||||||24.02.2024|||||||||
Piękne 3 pok- Apartamenty na Polanie|1 399 000 zł|Gdynia, |Mały Kack, ||80,50 m²|Wtórny||21.02.2024|08.04.2024|morizon-ABC288779|135|0||6|||Tak||Na wyłączność||||||||||||||||||||||||
Jedyny taki apartament z widokiem i dużym tarasem|1 590 000 zł|Gdynia, |Chwarzno, ||104 m²|Wtórny|2012|07.03.2024|07.03.2024|morizon-WH295210|87|0|6/6|6|2|2|Tak|Tak||Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie|104,23 m²||||||||||||||||||||
Nowe mieszkanie po odbiorach blisko SKM|389 000 zł|Gdynia, |Leszczynki, ||26,30 m²|Pierwotny|2024|13.03.2024|09.04.2024|morizon-245556|96|0|2/4|4|||Tak||Na wyłączność||||||||||||||||||||||||
2 pokoje, K.Kurpińśkiego, BLISKO lasu|430 900 zł|Gdynia, |Cisowa, ||46,26 m²|Wtórny|1983|20.11.2023|29.03.2024|morizon-TY296019|398|0|3/4|4|||Tak||Na wyłączność|Blok Mieszkalny||Co Miejskie|||||||||||||||||||||
Mieszkanie 2 pok. Gdynia Oksywie, widok na Port|464 400 zł|Gdynia, |Oksywie, ||36 m²|Wtórny|2022|11.12.2023|10.04.2024|morizon-602021|503|0|3/3|3||1|Tak|||Blok Mieszkalny|Cegła|Co Miejskie|||||||||||||||||||||
"** 3 pokoje | Centrum | Po Remoncie | Aktualne**"|599 000 zł|Gdynia, |Wzgórze Św. Maksymiliana, ||52 m²|Wtórny|1960|12.12.2023|08.04.2024|morizon-EP481767974|1 406|0|5/5|5|1|2|||Na wyłączność|Kamienica|Cegła|Co Miejskie||||||||||||05.11.2023|||||||||
NOWA INWESTYCJA W GDYNI!!!3 POKOJOWE MIESZKANIE|620 130 zł|Gdynia, |Chylonia, ||59,06 m²|Pierwotny|2023|20.12.2023|25.03.2024|morizon-PH897636|282|0|2/2|2||1|Tak|||||Gazowe||||||||||||29.09.2023|||||||||
Przestronne mieszkanie z halą garażową w cenie|630 000 zł|Gdynia, |Obłuże, ||55,60 m²|Wtórny|2010|07.12.2023|03.04.2024|morizon-PN272120|509|0||2||1|Tak|||Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie|||||||||||||||||||||
2 pokoje, garaż, piwnica|649 000 zł|Gdynia, |Dąbrowa, ||59,40 m²|Wtórny|2005|14.03.2024|06.04.2024|morizon-850766|101|0|1/3|3|||||Na wyłączność||||||||||||||||||||||||
Mieszkanie, Gdynia Dąbrowa|667 000 zł|Gdynia, |Dąbrowa, ||78,60 m²|Wtórny|2006|29.09.2023|09.04.2024|morizon-27290/3685/OMS|769|0|3/3|3|||Tak||Na wyłączność|NISKI BLOK||C.O. ELEKTRYCZNE||DO REMONTU||Z OKNEM|1|||WŁASNOŚĆ||||01.11.2023|||||||||
"OPEN SPACE | Także dla osób z niepełnosprawnością"|869 000 zł|Gdynia, |Wielki Kack, ||115,40 m²|Wtórny|2020|27.02.2023|10.04.2024|morizon-TC573550|1 305|0|2/2|2|2|4|Tak||Na wyłączność|Apartamentowiec|Silikat|Co Miejskie|||||||||||||||||||||
3 pokoje Gdynia Wzgórze św.Maksymiliana|890 000 zł|Gdynia, |Wzgórze Św. Maksymiliana, ||90,40 m²|Wtórny|2001|22.11.2021|04.04.2024|morizon-TY313238|2 929|0|2/2|2|2|2||||Dom Wielorodzinny|Pustak|Elektryczne|||||||||||||||||||||
Do zamieszkania lub na wynajem, mieszkanie 2w1|935 000 zł|Gdynia, |Pogórze, ||95,44 m²|Wtórny|2022|19.06.2023|07.04.2024|morizon-WH162674|864|0|1/2|2|2|3|Tak||Na wyłączność|Apartamentowiec|Cegła|Co Miejskie|67,09 m²||||||||||||||||||||
Alvarium apartament Gdynia Orłowo|948 000 zł|Gdynia, |Redłowo, ||49,40 m²|Wtórny|2020|17.03.2023|02.04.2024|morizon-DH254125|508|0|3/7|7||1||Tak|Na wyłączność|Apartamentowiec|Silikat|Co Miejskie|||||||||||||||||||||
apartament z ogrodem, wysoka jakość wykończenia, Ogrody Tesoro|970 000 zł|Gdynia, |Pogórze, ||80 m²|Wtórny|2022|07.03.2023|05.04.2024|morizon-32|2 160|0||1|1|||Tak|Na wyłączność|Inna|Zróżnicowany|Gazowe||Wysoki standard|300 cm|Otwarta|1|Tak||Własność|Bardzo dobry|||05.04.2024|||163 m²||||||
WINDA, TARAS, ZIELEŃ, OGRODZONE OSIEDLE|1 150 000 zł|Gdynia, |Dąbrowa, ||70,67 m²|Wtórny|2018|13.09.2023|12.04.2024|morizon-FN2013576577|372|0|1/2|2||3|Tak|Tak|Na wyłączność|Blok Mieszkalny||Co Miejskie||||||||||||13.09.2023|||||||||
Przepiękny apartament - 6 min. od morza|1 158 176 zł|Gdynia, |Śródmieście, ||66,85 m²|Pierwotny|2023|20.11.2023|04.02.2024|morizon-EC191678|167|0|5/6|6||2|Tak|||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Nietuzinkowe mieszkanie w centrum Gdyni|1 190 000 zł|Gdynia, |Redłowo, ||101,60 m²|Wtórny|1998|15.11.2022|21.01.2024|morizon-10745/8653/OMS|1 871|0|4/5|5|||Tak||Na wyłączność|BLOK|YTONG|C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD|260 cm||1|||WŁASNOŚĆ|||||||||||||
Apartament 2-poziomowy w Gdyni|1 800 000 zł|Gdynia, |Wzgórze Św. Maksymiliana, ||155 m²|Wtórny|1992|28.04.2023|28.03.2024|morizon-DH626450|375|0|2/3|3||3|Tak|||Szeregowy||Gazowe|||||||||||||||||||||
Elagancki apartament 4 pokoje przy lesie Mały Kack|1 900 000 zł|Gdynia, |Mały Kack, ||105 m²|Wtórny|2016|17.10.2023|12.04.2024|morizon-WH238862|446|0|6/6|6|1|3|Tak|Tak|Na wyłączność|Apartamentowiec|Cegła|Co Miejskie|||||||||||||||||||||
Nowe Orłowo - apartament z ogrodem|2 406 329 zł|Gdynia, |Orłowo, ||84,30 m²|Wtórny|2022|26.02.2023|03.04.2024|morizon-EC900336|761|0||3||2||Tak||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Nowoczesny Apartament 87m2 w prestiżowej dzielnicy|2 850 000 zł|Gdynia, |Orłowo, ||87,63 m²|Wtórny|2021|13.04.2023|28.03.2024|morizon-DH297119|867|0|2/2|2||1||Tak||Apartamentowiec||Co Miejskie|||||||||||||||||||||
Nowe Orłowo - apartament z ogrodem|3 059 665 zł|Gdynia, |Orłowo, ||112,50 m²|Wtórny|2022|26.02.2023|03.04.2024|morizon-EC448323|924|0||3||3||Tak||Apartamentowiec||Co Miejskie|||||||||||||||||||||
